content,Label Asli,Prediksi
Ya saya sangat terbamtu ada aplikasi ini mosh,Positif,Positif
Mulai mahal tarifnya,Negatif,Negatif
di mohon untuk PT gojek untuk mengkondisikan driver2 nya karna tdi sy hampir ketabrak driver gojek bawa PCX merah jangan mentangmentang ngejar waktu ini itu segala lampu merah di trabas naek motor kaya setan GOJEK PCX MERAH TEGAL,Negatif,Negatif
Mempermudah pekerjaan Mantap,Positif,Positif
Good,Positif,Positif
Bagus,Positif,Positif
Good job Pelayanan dan lainnya,Positif,Positif
Kenapa pada saya membuka gojek buffering terus padahal jaringan lancar,Negatif,Negatif
Selama saya pake aplikasi ini okdriver nya jg ramah2 mau jemput sesuai titikklw gk ambil order pun driver kabarijd menunggu tdk lama,Positif,Negatif
ok,Positif,Positif
Berapa kali udah titiknya sudah sesuai kok rutenya beda sih,Netral,Negatif
Great,Positif,Positif
Mau nambahin kartu debit di menu pembayaran knp susah bgt ya  Suruh perbarui udh di perbarui masih begitu,Positif,Negatif
Bagus,Positif,Positif
Gojek itu gata gmn cara kerjanya saya lg buru2 order disekitat bnyk driver dapetnya yg jauhnya mnta ampin gk banget pake gojek deh mnding pke trnsprtsi online sblh,Negatif,Negatif
Mantap,Positif,Positif
Membantu sewaktu waktuterus promo ya,Positif,Positif
Semua transaksi apapun skrg pakai biaya aplikasi mau pesan apapun jadi malas kadang sdh freeongkir tp kena biaya pemesanan biaya aplikasi sudah 46K padahal pihak gok sudah dapat 20 dari resto 20 per menu loo dari driver ditambah biaya aplikasi biaya pemesanan,Netral,Negatif
Jujur dan baik,Positif,Positif
Terbaik,Positif,Positif
Setiap cuaca mendung dan hujanselalu susah Driver apa lg pas bnyk promongedadak susah driver daerah Subang Jawa barattolong secepat nya di perbaiki Lg Saya sudah berlangganan lama d aplikasi gojek ini sejak tahun 2018tp malah saat ini kecewadi daerah Bandung Jawa barat ga Sesusah di Subang Jawa barat driver nya,Netral,Negatif
Pelayanan sangat baik trimkasih gojeg,Positif,Positif
Mantab semua bisa ,Positif,Positif
Ok bngt,Positif,Positif
kalo ngasih driver jangan yang jauh saya jadi sering terlambat,Negatif,Negatif
Oke mantul,Positif,Positif
trims gojek ,Positif,Positif
Bagus,Positif,Positif
dunia dalam genggaman,Positif,Positif
Mau update ke gopay plus gak bisa di tolak terus cuma gara gara kondisi fisik ktp buram dikit doang saya mau transfer gopay saya ke rekening saya jadi tidak bisa aplikasi busuk ini kalo ada rat tanpa bintang pasti udh saya kirim,Negatif,Negatif
Good,Positif,Positif
Oke bagus nih aplikasi,Positif,Positif
Banyakin donk promonya,Positif,Positif
Mantap,Positif,Positif
Mohon diperbaiki lagi pelayanan,Positif,Positif
Aplikasi tdak ada gunanya akun terblokir aja ada saldonya110 tidak bisa dipulihkan,Negatif,Negatif
Respon cepat,Positif,Positif
mohon ini saya buka gojek malah force close sendiri udh install ulang sama aja tolong fix lah gojeeekkkkk udh isi gopay masi aja bug gajelas perbaiki saya mohon,Negatif,Negatif
Saya suka aplikasi nya mempermudah  tapi knp skrng jadi mahal,Netral,Positif
cepat tanggap,Positif,Positif
Memuaskan,Positif,Positif
Gojek LaknatGofood cuman bisa pilih 1 vc doang skaranghadeuh khanjut,Negatif,Negatif
Saya kasi bintang 3 dulu karena apk nya suka eror suka ke pesen sendiri jadinya saya kesepesen 2 driver Tolong di perbaiki lagi ,Netral,Netral
Good,Positif,Positif
Sy jadi no ribett sejak ada gojek,Positif,Negatif
Ok disaat butuh transportasi,Positif,Positif
Sangat membantu,Positif,Positif
Udah pokoknya nih app ngeselin lah better ke yg punya negara tetangga aja lebih cengli  Order gofood bayar pakai gopay isi gopay biaya admin 1rb  ternyata udah top up ga bisa order gofood karena sepi driver skg mau tarik balik duitnya ke rekening kena adm 2500 Ini aplikasi udah meres tenaga driver masih aja ngembat duit kecil konsumen Semoga hari kalian para aplikator menyenangkan Percayalah tidak akan pernah gw pake app ini lagi,Negatif,Negatif
Mudah dan cepat,Positif,Positif
Masuk ke JAGO udah masuk OTP pas bikin pasword itu astagfirullah Kenapa pas klik LANJUT tiba ada bacaan terjadi kesalahan  Heloooo 1jam saya buang waktu cuma mau login doang  maaf deh gak jadi login sih JAGO nya ,Negatif,Negatif
Sangat memuaskan dan Simple,Positif,Positif
sippp pokoknya,Positif,Positif
Ok sip,Positif,Positif
Mantap dah mash ada sampek jm 12,Positif,Positif
Sangat baik dan efektif,Positif,Positif
Vocher aplikasi dan vocher toko sekarang gak bisa di pakai sekaligus jadi gak seru biasanya saya pesan makanan vochernya bisa di combo hehe,Netral,Negatif
Okelah,Positif,Positif
kok setiap saya order dapat drever y jauh melulu dari restonya keburu laper duluan nunggu food y,Negatif,Negatif
driver ok,Positif,Positif
Terima kasih,Positif,Positif
mantul,Positif,Positif
Bagus,Positif,Positif
Kok tranfer dari gopay lama masuk nya kenapa yah,Negatif,Negatif
Sesuai harapan,Positif,Positif
Ribet,Negatif,Negatif
Parah setelah update transaksi g bisa saldo juga ga ada dan ga bs dicekpadahal masih ada saldofitur transfer gopay ke gopay juga gak bisaresponnya jg g jls pdhl udah lapor,Negatif,Negatif
Pembayaran jadi lebih mudahaman dan terjangkau Pertahankan ini terus y,Positif,Positif
Mantap lah sukses gojek semoga driver2 nya di sejahterakan supaya perusahaan makin sejahtera,Positif,Positif
Udah 2 Minggu kena blokir dtlfn cs jutek dan 2x24 jam Udah 2 Minggu belum juga diatasiparah amatditelfon lagijwaban itu diulang2,Negatif,Negatif
Bagus aplikasinya tapi kekurangannya pas ada diskon GOFOOD harus pakai GOPAY masa harus top up GOPAY dulu baru bisa di diskon Seharusnya sama seperti ShopeeFood  GrabFood bisa lihat diskonnya baru top up ShopeePay  OVO Tolong dong admin buat diskon GOFOOD harus di lihatin baru bisa top up GOPAY,Positif,Positif
Wah ternyata keren,Negatif,Positif
min apa akunku kena softbanned aku gak pernah dapet voucher goride lagi dan suka nggak bisa masukin kode promo Aku juga sedang perlu sekali voucher goride tolong dibantu ya agar bisa pakai gojek dengan nyaman lagi terima kasih,Negatif,Positif
pesen gofood pengen cepet malah bukanya cepet tambah lama mana kalok pengen cepet tambah biaya waktu pemesanan kalok biasa mode hemat bisa nyampek 1 jam hadeeehhh kebijakan merugikan konsumen,Negatif,Negatif
Kalau bisa promonya di bnyakin lgi,Positif,Positif
Sangat membantu,Positif,Positif
Alhamdulillah selama memakai jasa gocar dpt pengemudi yg ramah Syukron gojek,Positif,Positif
Bagus,Positif,Positif
Banyak denger dari driver dan mitra gofood kalau harganya lebih mahal dari pd grabfood apalagi shopeefood Dtempat saya aja susah banget nyari driver lewat gofood lama cepetan mesen make grab atau shopee,Netral,Negatif
mantul,Positif,Positif
Top,Positif,Positif
Terbaik,Positif,Positif
Gojek is the best,Positif,Positif
Mantab bangetlah pokoknya banyak2in promo lagi yakk ihihi,Positif,Positif
Bagus bgt,Positif,Positif
Sangat membantu,Positif,Positif
Gojek Hasem ahh ngenah jaman bahela gojek teh di banding ayena mah di atur pisan,Negatif,Negatif
Bagus,Positif,Positif
Makin hari biaya lainnya semakin besar Hadddeehhhh,Negatif,Negatif
Sulit mendapatkan driver berjam jam gua nunggu woy,Negatif,Negatif
Driver nya sopanpake maskertidak ngebut,Positif,Positif
Josss,Positif,Positif
Sangat membantu,Positif,Positif
Padahal udah setia di gojek  tau ga bisa order semua layanan yauda dari pada ribet saya pindah aja ke grab banyak vocernya pula  ayo semuanya yg ga bisa order pindah ke grab aja,Positif,Negatif
So bad,Negatif,Positif
Ok banget bisa membantu,Positif,Positif
Notifikasi chat kadang muncul kadang nggak jadi nggak enak sama drivernya karna lama bales chat,Positif,Negatif
Ko daftar gojek x bank jago koin nyh gk keluar yah ka Padhl udh selesain misi,Netral,Negatif
Makin top ,Positif,Positif
Nyaman,Positif,Positif
Sangat membantutarik tunai menjadi lebih mudah,Positif,Positif
Saran aja kalau bisa metode pembayaran nya di perbanyak Masih ada yg kurang seperti dana,Positif,Positif
Gojek sekarang upgrade ke gopay plus nya sangat lama sudah lebih dari 24 jam masih dalam proses aja padahal di disitu di tulis cuma membutuhkan waktu 1x24 jam,Netral,Negatif
Selalu dapat yg terbaek,Positif,Positif
Sangat membantu,Positif,Positif
Sangat membantu,Positif,Positif
menurut saya go food itu mahal karena harganya dimark up sekitar 1525 gojek kan sudah untung dari pengiriman untung lagi dari penjual makanan yg seluruhnya dibebankan ke customer ini yg perlu diperbaiki,Netral,Negatif
terbaik,Positif,Positif
Gak bisa lagi pake 2 voucher di gofood,Negatif,Negatif
Entah kenapa akun saya promo gratis ongkirnya ga bisa ga muncul tanda plusnya aneh banget rugi saya belinya,Negatif,Negatif
3 hari mesen gofood gak bisa terus driver sepi katanya,Netral,Negatif
ok,Positif,Positif
kalo ngasih promo tuh yang bener dong,Netral,Negatif
Ini apk nya knapa jd lola bngt udh psen gocar bhkn udh dterima tp ggda kjelasan akhrnya batalin cancel juga eror mulu Pdhl sinyal dn kuota kenceng akhrnya pke aplikasi sbelah lngsung lancar jaya Maaf buat drivernya  sriusan mohon dprbaiki jd gga bnyak korban buat nunggu atau d phpin,Negatif,Negatif
Good,Positif,Positif
Kenapa saya sudah login pakai email yang benar dan nama yang benar tapi Yang ada email orang dan nama orangtapi nomor henponny samasaya uninstal saya donlowd lagi saya masukin emailnya dia bilang email sudah terdaftar kenapa ya tolong dong kok bisa gitu,Negatif,Negatif
Bagus Cuma kadang sering di kasih driver jauh Jadi nungguin lama,Positif,Positif
Edan pisaaaaaannn ajip,Positif,Positif
Bagus tapi malas karena harus update terus,Positif,Positif
Sangat membantu sekali,Positif,Positif
Ok,Positif,Positif
skrg jdi mahal,Negatif,Negatif
jl ,Negatif,Positif
Sangat membantu,Positif,Positif
nak akeh promono tak edit bintang 5,Positif,Positif
Ok hanya ongkir jauh lebih mahal dari app lain,Positif,Positif
Lintah memang Pinjaman 22k telat sehari karna Apk harus di upgrade Denda 50k ,Negatif,Negatif
Aplikasi tidak ada kendala dan makin baik,Positif,Positif
Gojek bnyk driverny dan pelayanan bagus,Positif,Positif
Cuma gimmick doang program2nyebiayanye mahal banget entah goridegofood tau dech tuh drivernye dapat berape,Negatif,Negatif
ok,Positif,Positif
Sekarang aplikasi nya kurang Bagus Suka ngelak,Negatif,Positif
Ntah lah pas si buka Ng bug gak ada gambar lama banget,Negatif,Negatif
Tepat waktu saat terburu2 ,Positif,Positif
Muter 2ngebutpolis i tidur g pake rem,Negatif,Negatif
Biaya admin nya besar dan perlu ktp,Netral,Negatif
Maju terus ojol indonesia,Positif,Positif
Mantap pokoknya,Positif,Positif
Nice,Positif,Positif
Banyakin promonya yahh,Positif,Positif
Akunku kenapa ga pernah dapet voucher gofood sih bau banget huhu,Positif,Negatif
APK NYA SANGAT TIDAK BAIK PAS SAYA PUNYA SALDO TERBLOKIR PADAHAL SAYA GA NGAPANGAPAIN TOLONG PIHAK GOJEK SALDO SAYA 400K TERBLOKIR,Negatif,Negatif
Haigojek sy maubayar gopaylater tp di aplikasigojeknua repayment tdk bisa kebuka selalu keluar oops somthing went wrong sy maubayar loh kl sdh lwt nanti kena dendanya apakah ada cara lain untuk bisa sybayartks,Netral,Negatif
I like,Positif,Positif
Bagus aplikasi dan layanannya Ditingkatin lagi,Positif,Positif
Lebih cptpraktis,Positif,Positif
Mudah Cepat Tepat Sangat Membantu perjalanan saya dan usaha saya,Positif,Positif
food nya murah,Positif,Positif
Driver nya selalu dapet yg baik,Positif,Positif
Oke,Positif,Positif
Bagus dan bnyk promo menarik,Positif,Positif
Bagus koq gojek jd langganan aku walau kadang suka susah klo lg jam sibuk over all bagus,Positif,Positif
Lumayan membantu standar pelayanan di lapangan aneka ragam,Positif,Positif
Aplikasinya membantu bnget,Positif,Positif
Insyaa Allah aman tepat waktu dan ramah Ada 1 pertanyaan apakah driver segera tau lokasi penjemputan saat pemesanan dilakukan dan tidak perlu mengedit lokasi penjemputan Masalahnya ada driver yg tanya dan ada yg protes saat diedit lokasi penjemputan,Positif,Positif
Gojek tolong dong fiturnya di tmbh misal chat sdh kekirim dan mau dibatalkan chatnya bs dihapus,Positif,Negatif
Udh beberapa hari ini dpt driver yg jauh  pengaturan dr gojek nya ga beres padahal driver yg lg nongkrong di dpn gang bnyk malah di kasih yg radius 2 kilometer  kasian driver nya jemput jauh dan saya nya nunggu kelamaan  Jd males ah ama gojek,Positif,Negatif
Maling kambing,Negatif,Negatif
Betul betul,Positif,Positif
Makin langganan makin mahal makin ga ada promo tiap pesan nyariin driver jauh dr lokasi titik jemput lsg pindah ke apk sebelah Bye,Negatif,Negatif
ITS oke cara mudah menghadapi masa depan Time s money,Positif,Positif
Tolong di perbaiki sudah berulangkali tidak bisa melakukan pemesanan dengan alasan googleplay sedang di perbaruhi,Negatif,Negatif
banyak manfaat nya mantap lah,Positif,Positif
Mantap,Positif,Positif
Jasa top servise ,Positif,Positif
sudah lama bgt pakai gojek tp sekarang tidak pernah dapat promo goFood  perjalanan ,Netral,Negatif
Ok,Positif,Positif
Pesen makan sepi driver teruspercuma ada gofood gak kepaketutup aja aplikasi nya,Negatif,Negatif
drivernya amanahAlhamdulillah,Positif,Positif
laporan gua lu tanggpin aja kagak maen tutup aja boro2 kasih solusi sok banget,Netral,Negatif
GojekAmplikasi terhubung antara oner sama suplayer saat di butuhkan saya apa saya bisa pakai saluran Gojek ini apa bisa di gabung sama Grab atau gimana tolong kasi penjelasannya,Positif,Negatif
Maaf ya min bukan mau ngeluh Saya termasuk pemakai paylater aktif Sebelum nya saya sangat terbantu Mau tanya Hitungan kalian sperti apa Tagihan hanya 91000 tiba tiba telat 1 hari ada tambahan 50 ribu Jadi total tagihal 140 ribu Cuma masukan aja min kalau bisa revisi kebijakan Karena paylater dasar nya untuk membantu,Negatif,Negatif
Bermanfaat sekali praktis dan mudah,Positif,Positif
Pesen gofood sekarang lama banget  diatur sistemnya  plus promo sekarang di pisah pisah makin engga gerti saya aturannya  ada biaya pemesanan lagi aduh aduh,Negatif,Negatif
Pembayaran tagihan sering eroorrrgak masuk masuk,Negatif,Negatif
Praktis dan memudahkan dalam bertransaksi,Positif,Positif
Mudah mantap,Positif,Positif
Kirim paket koq dapet drivernya jauh jauh apalagi kalo sameday  Driver sudah Deket tapi malah ambil ke yg jauh dulu jadi buang buang waktu gak efisien kelamaan bgt,Netral,Negatif
Apk bagus banget,Positif,Positif
Kenapa akun saya tidak bisa top up lewat one klik bca,Negatif,Negatif
Lebih banyak lagi diskonn nyamas,Positif,Positif
Sangat membantu,Positif,Positif
Lapar mau gopud malah udah kenyang sama ongkir  biaya tambahan  Mana ga dikasih voucher pula,Negatif,Negatif
Sangat membantu,Positif,Positif
Spectakuler,Positif,Positif
santuy ada gojek Kutunggu promo2nya hehehe,Positif,Positif
Ok,Positif,Positif
Makin di update makin cacat ni aplikasi ngeset alamat aja kudu manual di titikin di maps nya gliran mau simpan alamat rumah langsung berhenti aplikasinya,Negatif,Negatif
Dengan gojek semua menjadi mudah Baik tranportasi maupun belanja,Positif,Positif
Udh 3 tahun pke ngk ad kendlaterlope deh,Positif,Negatif
sampai sekarang blum merasakan yg namanya kecewa pd pelayanan GOJEK,Positif,Negatif
memudahkan,Positif,Positif
Kok gak bisa isi pulsa,Negatif,Negatif
Oke,Positif,Positif
Selalu banyak promo sih semoga bisa bersaing dengan aplikasi lain Saya harap promo di gojek akan lebih banyak lagi agar masyarakat bisa berailih menggunakan aplikasi ini terutama gofoodnya ,Positif,Positif
Praktis dan irit kalau mau k mana manasangat membantu untuk segala hal,Positif,Positif
Makin kesini makin kejam Lebih baik di copot aja alias UNINSTAL dari pada gak ada apa nya Gojek TOLOL,Negatif,Negatif
Aplikasinya lebih bagus sy bandingkan dengan yg lain Gojek ini paling oke di antara yg lain Semakin terdepan Gojek semmangat ,Positif,Positif
Update Mulutgl 4 dah updateskrg disuruh update lgga jelas,Negatif,Negatif
Saya tidak melakukan aktifitas ilegal tetapi tiba saldo GOPAY saya di block,Negatif,Negatif
Saldo gopay saya ada 28000 mau gofood pickup lagi diskon 30 Rp15000 dengan minimal belanja 30000 udah siap belanja nominal belanja 32000 tapi saldo tidak cukup terus kan parah masa iya saldonya harus 32000 harus sesuai total belanja Gojek makin parah gofood nya Perbaiki dong percuma diskon gede tapi saldo gopay harus sesuai dengan nominal belanja,Negatif,Negatif
Halo bangkakak gojek jadi gini saya kan mau ganti pin nomor saya salah sudah tidak aktif jadi saya mau ganti nomor pin saya lupa karena itu saya mau ganti pin jadi saya mau nelpon service customer Saya telpon dibilangnya nomor yang anda tuju sedang tidak menerima panggilan tolong ya bangkakak gojek ada 100k di gopay ku ,Negatif,Negatif
Sangat bermanfaat sekali top bgt,Positif,Positif
Bagus sekali harus download ,Positif,Positif
Bagus,Positif,Positif
Good,Positif,Positif
Sangat membantu dalam banyak haltq Gojek,Positif,Positif
Ini aplikasi ada2 aja drama nya tiba2 gopaylater di blokir laporan aja ga ada tanggapan help donk,Negatif,Negatif
Sangat membantu saya,Positif,Positif
mantap lanjut kan,Positif,Positif
ni aplikasi asal blokir akun,Negatif,Negatif
Good,Positif,Positif
Kedepannya biar lebih baik lagi,Positif,Positif
Gimana sih aplikasi ini makin ribet  susah kebanyakan verifikasi Kasi 1 aja,Negatif,Negatif
Asik banyak promonya,Positif,Positif
Tolong duit ku aku balikan aku beli pulsa ke apk ini malah ga masuk2 tolong di perbaiki kalo bisa duit saya kembalikan ,Netral,Negatif
Memuaskan,Positif,Positif
Driver pada males pengen banyak duit males kerja maunya tidur nongkrong punya duit,Negatif,Negatif
Selalu mantap ,Positif,Positif
Makasih,Positif,Positif
Aneh cok limit gopaylater sdh smpai 800 malah tiba2 di blokir Tanpa tau sbb nya,Negatif,Negatif
Gmna sih  skrng mau topup gopay aja susah ke alfa sana sini gangguan mlu ktanya,Positif,Negatif
Sangat membantu saya merasakan langsung yg hidup didaerah terpencil kalimantan tingkatkan lagi pelayanan permudah oenggunaaannya terima kasih gojek,Positif,Positif
